strategy,asset,direction,entry_iso,entry_price,exit_iso,exit_price,horizon_s,result
stochrsi-v1,NZD/USD,BUY,2026-09-14T10:15:38.233Z,0.519755,2026-09-14T10:16:23.302Z,0.519463,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T10:17:03.550Z,0.519285,2026-09-14T10:17:53.706Z,0.5186,45,WIN
stochrsi-v1,NZD/USD,SELL,2026-09-14T10:18:21.352Z,0.518759,2026-09-14T10:19:07.019Z,0.519338,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T10:23:33.197Z,0.519475,2026-09-14T10:24:19.522Z,0.517905,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T10:23:40.881Z,0.518432,2026-09-14T10:24:27.845Z,0.518088,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T10:35:03.960Z,0.51685,2026-09-14T10:36:05.930Z,0.515415,45,WIN
stochrsi-v1,NZD/USD,SELL,2026-09-14T10:35:23.677Z,0.516292,2026-09-14T10:36:09.443Z,0.515205,45,WIN
stochrsi-v1,NZD/USD,SELL,2026-09-14T10:38:08.432Z,0.515,2026-09-14T10:38:59.341Z,0.516,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T10:42:16.195Z,0.516535,2026-09-14T10:43:01.359Z,0.516465,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T10:48:34.134Z,0.516675,2026-09-14T10:49:21.354Z,0.516,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T11:04:28.948Z,0.521265,2026-09-14T11:05:34.188Z,0.520615,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:07:08.788Z,0.520575,2026-09-14T11:07:54.854Z,0.521075,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:07:37.490Z,0.5205,2026-09-14T11:08:26.137Z,0.521305,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:11:54.804Z,0.518625,2026-09-14T11:12:46.163Z,0.518485,45,WIN
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:13:19.173Z,0.517115,2026-09-14T11:14:10.364Z,0.516,45,WIN
stochrsi-v1,NZD/USD,BUY,2026-09-14T11:20:24.034Z,0.5182,2026-09-14T11:21:20.139Z,0.517935,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T11:20:33.051Z,0.518192,2026-09-14T11:21:20.139Z,0.517935,45,LOSS
stochrsi-v1,NZD/USD,BUY,2026-09-14T11:21:23.200Z,0.518095,2026-09-14T11:22:15.530Z,0.518057,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:34:54.298Z,0.515305,2026-09-14T11:35:46.961Z,0.515175,45,WIN
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:37:26.422Z,0.515305,2026-09-14T11:38:26.385Z,0.515375,45,LOSS
stochrsi-v1,NZD/USD,SELL,2026-09-14T11:39:47.868Z,0.514975,2026-09-14T11:40:32.997Z,0.515,45,LOSS
