strategy,asset,direction,entry_iso,entry_price,exit_iso,exit_price,horizon_s,result
reversion-v3-fib,NZD/USD,BUY,2026-09-14T10:15:33.125Z,0.519618,2026-09-14T10:16:18.679Z,0.519584,45,LOSS
reversion-v3-fib,NZD/USD,SELL,2026-09-14T10:19:03.843Z,0.519155,2026-09-14T10:19:49.188Z,0.519045,45,WIN
reversion-v3-fib,NZD/USD,SELL,2026-09-14T10:37:48.055Z,0.516275,2026-09-14T10:38:33.120Z,0.515,45,WIN
reversion-v3-fib,NZD/USD,SELL,2026-09-14T10:38:03.843Z,0.516,2026-09-14T10:38:49.396Z,0.515,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T11:46:18.681Z,0.515565,2026-09-14T11:47:24.564Z,0.51555,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T11:50:54.220Z,0.516755,2026-09-14T11:51:53.542Z,0.51542,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T11:50:58.370Z,0.516568,2026-09-14T11:51:53.542Z,0.51542,45,LOSS
reversion-v3-fib,NZD/USD,SELL,2026-09-14T12:05:03.526Z,0.515145,2026-09-14T12:05:57.003Z,0.515285,45,LOSS
reversion-v3-fib,NZD/USD,SELL,2026-09-14T12:08:14.241Z,0.514605,2026-09-14T12:09:01.645Z,0.514465,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:09:33.164Z,0.514275,2026-09-14T12:10:19.123Z,0.515,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:12:09.710Z,0.515365,2026-09-14T12:12:55.611Z,0.516275,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:12:14.238Z,0.5153,2026-09-14T12:13:01.058Z,0.516425,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:12:19.106Z,0.51539,2026-09-14T12:13:04.186Z,0.516465,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:12:24.714Z,0.515428,2026-09-14T12:13:10.278Z,0.516844,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:12:26.560Z,0.51548,2026-09-14T12:13:12.989Z,0.516815,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:02.695Z,0.516805,2026-09-14T12:16:49.266Z,0.51635,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:11.785Z,0.516815,2026-09-14T12:16:57.545Z,0.516045,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:23.117Z,0.517,2026-09-14T12:17:09.208Z,0.515978,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:29.928Z,0.516752,2026-09-14T12:17:15.833Z,0.516095,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:37.457Z,0.516845,2026-09-14T12:17:23.559Z,0.516502,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:16:44.896Z,0.516685,2026-09-14T12:17:34.021Z,0.516243,45,LOSS
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:22:04.629Z,0.517602,2026-09-14T12:22:54.469Z,0.518705,45,WIN
reversion-v3-fib,NZD/USD,BUY,2026-09-14T12:31:45.582Z,0.520345,2026-09-14T12:32:46.995Z,0.518595,45,LOSS
reversion-v3-fib,EUR/USD,BUY,2026-09-14T14:18:14.233Z,1.154035,2026-09-14T14:19:00.833Z,1.154135,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T14:50:29.917Z,1.153695,2026-09-14T14:51:16.471Z,1.15328,45,LOSS
reversion-v3-fib,EUR/USD,BUY,2026-09-14T14:50:32.166Z,1.153685,2026-09-14T14:51:18.719Z,1.153285,45,LOSS
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:17:59.811Z,1.154465,2026-09-14T15:18:44.876Z,1.154678,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:18:29.133Z,1.154585,2026-09-14T15:19:14.281Z,1.155479,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:41:46.256Z,1.157875,2026-09-14T15:42:31.957Z,1.158048,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:41:52.898Z,1.157875,2026-09-14T15:42:37.917Z,1.158215,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:41:58.044Z,1.157705,2026-09-14T15:42:44.481Z,1.158255,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:42:04.129Z,1.157698,2026-09-14T15:42:55.447Z,1.158269,45,WIN
reversion-v3-fib,EUR/USD,BUY,2026-09-14T15:42:09.885Z,1.1578,2026-09-14T15:42:55.447Z,1.158269,45,WIN
reversion-v3-fib,EUR/USD,SELL,2026-09-14T15:58:49.888Z,1.160005,2026-09-14T15:59:38.393Z,1.160015,45,LOSS
reversion-v3-fib,EUR/USD,SELL,2026-09-14T15:58:54.716Z,1.160035,2026-09-14T15:59:40.504Z,1.160188,45,LOSS
reversion-v3-fib,EUR/USD,BUY,2026-09-14T16:53:15.747Z,1.158355,2026-09-14T16:54:00.908Z,1.15739,45,LOSS
reversion-v3-fib,EUR/NZD,SELL,2026-09-14T17:31:53.440Z,1.888465,2026-09-14T17:32:45.073Z,1.891565,45,LOSS
reversion-v3-fib,EUR/NZD,SELL,2026-09-14T17:31:59.560Z,1.888524,2026-09-14T17:32:45.073Z,1.891565,45,LOSS
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:04:44.406Z,1.893389,2026-09-14T18:05:31.504Z,1.895381,45,WIN
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:04:48.965Z,1.893525,2026-09-14T18:05:40.543Z,1.895643,45,WIN
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:04:53.974Z,1.893235,2026-09-14T18:05:40.543Z,1.895643,45,WIN
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:04:59.762Z,1.893522,2026-09-14T18:05:48.171Z,1.895667,45,WIN
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:05:07.711Z,1.893725,2026-09-14T18:05:55.295Z,1.896135,45,WIN
reversion-v3-fib,EUR/NZD,BUY,2026-09-14T18:53:50.983Z,1.90581,2026-09-14T18:54:37.200Z,1.906157,45,WIN
