strategy,asset,direction,entry_iso,entry_price,exit_iso,exit_price,horizon_s,result
reversion-v2-fib,NZD/USD,BUY,2026-09-14T10:15:33.125Z,0.519618,2026-09-14T10:16:18.679Z,0.519584,45,LOSS
reversion-v2-fib,NZD/USD,SELL,2026-09-14T10:19:03.843Z,0.519155,2026-09-14T10:19:49.188Z,0.519045,45,WIN
reversion-v2-fib,NZD/USD,SELL,2026-09-14T10:37:48.055Z,0.516275,2026-09-14T10:38:33.120Z,0.515,45,WIN
reversion-v2-fib,NZD/USD,SELL,2026-09-14T10:38:03.843Z,0.516,2026-09-14T10:38:49.396Z,0.515,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T11:03:59.029Z,0.520695,2026-09-14T11:04:46.651Z,0.521168,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T11:46:18.681Z,0.515565,2026-09-14T11:47:24.564Z,0.51555,45,LOSS
reversion-v2-fib,NZD/USD,BUY,2026-09-14T11:50:54.220Z,0.516755,2026-09-14T11:51:53.542Z,0.51542,45,LOSS
reversion-v2-fib,NZD/USD,BUY,2026-09-14T11:50:58.370Z,0.516568,2026-09-14T11:51:53.542Z,0.51542,45,LOSS
reversion-v2-fib,NZD/USD,SELL,2026-09-14T12:05:03.526Z,0.515145,2026-09-14T12:05:57.003Z,0.515285,45,LOSS
reversion-v2-fib,NZD/USD,SELL,2026-09-14T12:08:14.241Z,0.514605,2026-09-14T12:09:01.645Z,0.514465,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T12:09:33.164Z,0.514275,2026-09-14T12:10:19.123Z,0.515,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T12:12:09.710Z,0.515365,2026-09-14T12:12:55.611Z,0.516275,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T12:12:14.238Z,0.5153,2026-09-14T12:13:01.058Z,0.516425,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T12:12:19.106Z,0.51539,2026-09-14T12:13:04.186Z,0.516465,45,WIN
reversion-v2-fib,NZD/USD,BUY,2026-09-14T12:12:24.714Z,0.515428,2026-09-14T12:13:10.278Z,0.516844,45,WIN
