strategy,asset,direction,entry_iso,entry_price,exit_iso,exit_price,horizon_s,result
reversion-v1-fib,NZD/USD,BUY,2026-09-14T10:15:33.125Z,0.519618,2026-09-14T10:16:37.322Z,0.519725,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T11:20:50.481Z,0.517322,2026-09-14T11:22:15.530Z,0.518057,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T11:20:59.459Z,0.517465,2026-09-14T11:22:15.530Z,0.518057,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T11:50:54.220Z,0.516755,2026-09-14T11:51:55.250Z,0.5151,60,LOSS
reversion-v1-fib,NZD/USD,SELL,2026-09-14T12:05:03.526Z,0.515145,2026-09-14T12:06:03.702Z,0.515135,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:09:33.164Z,0.514275,2026-09-14T12:10:42.553Z,0.515845,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:14.238Z,0.5153,2026-09-14T12:13:15.359Z,0.51667,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:19.106Z,0.51539,2026-09-14T12:13:20.145Z,0.516625,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:24.714Z,0.515428,2026-09-14T12:13:26.021Z,0.516632,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:26.560Z,0.51548,2026-09-14T12:13:31.139Z,0.51666,60,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:16:11.785Z,0.516815,2026-09-14T12:17:13.676Z,0.516115,60,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:18:14.233Z,1.154035,2026-09-14T14:19:16.206Z,1.15432,60,WIN
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:50:29.917Z,1.153695,2026-09-14T14:51:30.149Z,1.153435,60,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:50:32.166Z,1.153685,2026-09-14T14:51:32.953Z,1.153525,60,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:49.804Z,1.157,2026-09-14T15:39:52.816Z,1.157,60,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:54.047Z,1.157,2026-09-14T15:39:54.315Z,1.157,60,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:58.972Z,1.157,2026-09-14T15:40:00.477Z,1.157,60,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:39:00.330Z,1.157,2026-09-14T15:40:00.477Z,1.157,60,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:39:07.564Z,1.157,2026-09-14T15:40:09.454Z,1.157,60,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:41:58.044Z,1.157705,2026-09-14T15:43:04.223Z,1.1583,60,WIN
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:42:04.129Z,1.157698,2026-09-14T15:43:04.223Z,1.1583,60,WIN
reversion-v1-fib,EUR/NZD,SELL,2026-09-14T17:31:53.440Z,1.888465,2026-09-14T17:32:53.506Z,1.891699,60,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:44.406Z,1.893389,2026-09-14T18:05:48.171Z,1.895667,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:48.965Z,1.893525,2026-09-14T18:05:50.301Z,1.895545,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:53.974Z,1.893235,2026-09-14T18:05:55.295Z,1.896135,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:59.762Z,1.893522,2026-09-14T18:06:00.286Z,1.896195,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:02:09.372Z,1.907135,2026-09-14T19:03:12.059Z,1.909645,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:06:18.404Z,1.911395,2026-09-14T19:07:19.627Z,1.91192,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:38:19.513Z,1.908244,2026-09-14T19:39:21.073Z,1.904808,60,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:24.075Z,1.898438,2026-09-14T21:20:25.315Z,1.898442,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:28.671Z,1.898436,2026-09-14T21:20:33.910Z,1.898575,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:30.597Z,1.898319,2026-09-14T21:20:33.910Z,1.898575,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:20:23.302Z,1.898765,2026-09-14T21:21:23.929Z,1.898253,60,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:20:27.467Z,1.898605,2026-09-14T21:21:30.860Z,1.899401,60,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T23:35:08.424Z,1.886695,2026-09-14T23:36:09.106Z,1.886005,60,LOSS
