strategy,asset,direction,entry_iso,entry_price,exit_iso,exit_price,horizon_s,result
reversion-v1-fib,NZD/USD,BUY,2026-09-14T10:15:33.125Z,0.519618,2026-09-14T10:16:18.679Z,0.519584,45,LOSS
reversion-v1-fib,NZD/USD,BUY,2026-09-14T11:50:54.220Z,0.516755,2026-09-14T11:51:53.542Z,0.51542,45,LOSS
reversion-v1-fib,NZD/USD,SELL,2026-09-14T12:05:03.526Z,0.515145,2026-09-14T12:05:57.003Z,0.515285,45,LOSS
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:09:33.164Z,0.514275,2026-09-14T12:10:19.123Z,0.515,45,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:14.238Z,0.5153,2026-09-14T12:13:01.058Z,0.516425,45,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:19.106Z,0.51539,2026-09-14T12:13:04.186Z,0.516465,45,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:24.714Z,0.515428,2026-09-14T12:13:10.278Z,0.516844,45,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:12:26.560Z,0.51548,2026-09-14T12:13:12.989Z,0.516815,45,WIN
reversion-v1-fib,NZD/USD,BUY,2026-09-14T12:16:11.785Z,0.516815,2026-09-14T12:16:57.545Z,0.516045,45,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:18:14.233Z,1.154035,2026-09-14T14:19:00.833Z,1.154135,45,WIN
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:50:29.917Z,1.153695,2026-09-14T14:51:16.471Z,1.15328,45,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T14:50:32.166Z,1.153685,2026-09-14T14:51:18.719Z,1.153285,45,LOSS
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:49.804Z,1.157,2026-09-14T15:39:35.642Z,1.157,45,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:54.047Z,1.157,2026-09-14T15:39:42.889Z,1.157,45,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:38:58.972Z,1.157,2026-09-14T15:39:45.104Z,1.157,45,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:39:00.330Z,1.157,2026-09-14T15:39:46.728Z,1.157,45,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:39:07.564Z,1.157,2026-09-14T15:39:52.816Z,1.157,45,DRAW
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:41:58.044Z,1.157705,2026-09-14T15:42:44.481Z,1.158255,45,WIN
reversion-v1-fib,EUR/USD,BUY,2026-09-14T15:42:04.129Z,1.157698,2026-09-14T15:42:55.447Z,1.158269,45,WIN
reversion-v1-fib,EUR/NZD,SELL,2026-09-14T17:31:53.440Z,1.888465,2026-09-14T17:32:45.073Z,1.891565,45,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:44.406Z,1.893389,2026-09-14T18:05:31.504Z,1.895381,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:48.965Z,1.893525,2026-09-14T18:05:40.543Z,1.895643,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:53.974Z,1.893235,2026-09-14T18:05:40.543Z,1.895643,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:04:59.762Z,1.893522,2026-09-14T18:05:48.171Z,1.895667,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T18:05:07.711Z,1.893725,2026-09-14T18:05:55.295Z,1.896135,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:02:09.372Z,1.907135,2026-09-14T19:02:56.888Z,1.908899,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:06:18.404Z,1.911395,2026-09-14T19:07:03.748Z,1.911672,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T19:38:19.513Z,1.908244,2026-09-14T19:39:17.796Z,1.90435,45,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:24.075Z,1.898438,2026-09-14T21:20:23.302Z,1.898765,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:28.671Z,1.898436,2026-09-14T21:20:23.302Z,1.898765,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:19:30.597Z,1.898319,2026-09-14T21:20:23.302Z,1.898765,45,WIN
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:20:23.302Z,1.898765,2026-09-14T21:21:12.838Z,1.898386,45,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T21:20:27.467Z,1.898605,2026-09-14T21:21:12.838Z,1.898386,45,LOSS
reversion-v1-fib,EUR/NZD,BUY,2026-09-14T23:35:08.424Z,1.886695,2026-09-14T23:35:53.934Z,1.885524,45,LOSS
