trade_id,ordinal,phase,model_version,strategy,symbol,timestamp,expiry,horizon_seconds,direction,probability,outcome,gross_return,net_return,cost,session,regime,data_quality_score,reasons
mh-60-EURUSD-1788736800000,1,ADAPTIVE,mh-v1,BASELINE,EUR/USD,2026-09-06T23:20:00.000Z,2026-09-06T23:22:00.000Z,60,BUY,0.7239702637952354,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-GBPUSD-1788736800000,2,ADAPTIVE,mh-v1,BASELINE,GBP/USD,2026-09-06T23:20:00.000Z,2026-09-06T23:22:00.000Z,60,BUY,0.7156987419977716,LOSS,-0.000013491404388180684,-0.00023349140438818072,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDCAD-1788736800000,3,ADAPTIVE,mh-v1,BASELINE,USD/CAD,2026-09-06T23:20:00.000Z,2026-09-06T23:22:00.000Z,60,SELL,0.6203495529770537,LOSS,-0.00012289173031728646,-0.00034289173031728647,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDCHF-1788736800000,4,ADAPTIVE,mh-v1,BASELINE,USD/CHF,2026-09-06T23:20:00.000Z,2026-09-06T23:22:00.000Z,60,SELL,0.7073581387723769,LOSS,-0.00003702197581795198,-0.000257021975817952,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDJPY-1788736800000,5,ADAPTIVE,mh-v1,BASELINE,USD/JPY,2026-09-06T23:20:00.000Z,2026-09-06T23:22:00.000Z,60,SELL,0.7461993728923774,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,TREND_DOWN,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-EURUSD-1788737100000,6,ADAPTIVE,mh-v1,BASELINE,EUR/USD,2026-09-06T23:25:00.000Z,2026-09-06T23:27:00.000Z,60,BUY,0.7239702637952354,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDCAD-1788737100000,7,ADAPTIVE,mh-v1,BASELINE,USD/CAD,2026-09-06T23:25:00.000Z,2026-09-06T23:27:00.000Z,60,BUY,0.5773908107254672,LOSS,-0.00023853405655342589,-0.0004585340565534259,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-GBPUSD-1788737160000,8,ADAPTIVE,mh-v1,BASELINE,GBP/USD,2026-09-06T23:26:00.000Z,2026-09-06T23:28:00.000Z,60,BUY,0.6013876962536299,LOSS,-0.000013579949927020997,-0.00023357994992702103,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDCHF-1788737220000,9,ADAPTIVE,mh-v1,BASELINE,USD/CHF,2026-09-06T23:27:00.000Z,2026-09-06T23:29:00.000Z,60,SELL,0.5691610598412952,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-60-USDJPY-1788737220000,10,ADAPTIVE,mh-v1,BASELINE,USD/JPY,2026-09-06T23:27:00.000Z,2026-09-06T23:29:00.000Z,60,SELL,0.5784268791503442,WIN,0.000038411109313814364,-0.00018158889068618566,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
