trade_id,strategy_version,asset,decision,confidence,reference_timestamp_iso,settlement_target_iso,settlement_observed_iso,result,created_iso
shadow-reversion-v2_1789411060000_4glfnp,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:42.419Z,2026-09-14T18:38:42.419Z,2026-09-14T18:38:43.502Z,DRAW,2026-09-14T18:37:43.231Z
shadow-reversion-v2_1789411055000_7jhcsg,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:39.831Z,2026-09-14T18:38:39.831Z,2026-09-14T18:38:43.502Z,DRAW,2026-09-14T18:37:38.231Z
shadow-reversion-v2_1789411045000_qz8h9i,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:28.765Z,2026-09-14T18:38:28.765Z,2026-09-14T18:38:32.552Z,DRAW,2026-09-14T18:37:28.230Z
shadow-reversion-v2_1789411035000_3j4rhu,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:17.023Z,2026-09-14T18:38:17.023Z,2026-09-14T18:38:17.176Z,DRAW,2026-09-14T18:37:18.230Z
shadow-reversion-v2_1789411030000_34rq2s,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:11.250Z,2026-09-14T18:38:11.250Z,2026-09-14T18:38:12.139Z,DRAW,2026-09-14T18:37:13.229Z
shadow-reversion-v2_1789411025000_3j30q0,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:08.104Z,2026-09-14T18:38:08.104Z,2026-09-14T18:38:08.998Z,DRAW,2026-09-14T18:37:08.229Z
shadow-reversion-v2_1789411020000_c59bd1,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:37:04.668Z,2026-09-14T18:38:04.668Z,2026-09-14T18:38:05.982Z,DRAW,2026-09-14T18:37:03.229Z
shadow-reversion-v2_1789411015000_d36nyu,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:59.215Z,2026-09-14T18:37:59.215Z,2026-09-14T18:38:03.033Z,DRAW,2026-09-14T18:36:58.228Z
shadow-reversion-v2_1789411010000_6wurod,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:50.704Z,2026-09-14T18:37:50.704Z,2026-09-14T18:37:51.714Z,DRAW,2026-09-14T18:36:53.228Z
shadow-reversion-v2_1789411005000_3x485m,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:47.732Z,2026-09-14T18:37:47.732Z,2026-09-14T18:37:51.714Z,DRAW,2026-09-14T18:36:48.228Z
shadow-reversion-v2_1789411000000_fxh290,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:43.173Z,2026-09-14T18:37:43.173Z,2026-09-14T18:37:44.056Z,DRAW,2026-09-14T18:36:43.228Z
shadow-reversion-v2_1789410995000_kezxzg,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:36.938Z,2026-09-14T18:37:36.938Z,2026-09-14T18:37:38.154Z,DRAW,2026-09-14T18:36:38.228Z
shadow-reversion-v2_1789410990000_qi59ni,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:33.271Z,2026-09-14T18:37:33.271Z,2026-09-14T18:37:36.366Z,DRAW,2026-09-14T18:36:33.228Z
shadow-reversion-v2_1789410985000_nd30me,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:28.637Z,2026-09-14T18:37:28.637Z,2026-09-14T18:37:28.765Z,DRAW,2026-09-14T18:36:28.228Z
shadow-reversion-v2_1789410980000_vxiruc,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:22.633Z,2026-09-14T18:37:22.633Z,2026-09-14T18:37:28.765Z,DRAW,2026-09-14T18:36:23.228Z
shadow-reversion-v2_1789410970000_2c2x6g,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:12.198Z,2026-09-14T18:37:12.198Z,2026-09-14T18:37:14.468Z,DRAW,2026-09-14T18:36:13.228Z
shadow-reversion-v2_1789410965000_3qk4m5,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:08.873Z,2026-09-14T18:37:08.873Z,2026-09-14T18:37:11.250Z,DRAW,2026-09-14T18:36:08.228Z
shadow-reversion-v2_1789410960000_hi47zd,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:36:03.347Z,2026-09-14T18:37:03.347Z,2026-09-14T18:37:04.668Z,DRAW,2026-09-14T18:36:03.228Z
shadow-reversion-v2_1789410955000_im73r1,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:35:58.751Z,2026-09-14T18:36:58.751Z,2026-09-14T18:36:59.215Z,DRAW,2026-09-14T18:35:58.227Z
shadow-reversion-v2_1789410950000_r1sc7c,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:35:50.998Z,2026-09-14T18:36:50.998Z,2026-09-14T18:36:55.310Z,DRAW,2026-09-14T18:35:53.226Z
shadow-reversion-v2_1789410945000_855mr4,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:35:46.563Z,2026-09-14T18:36:46.563Z,2026-09-14T18:36:47.732Z,DRAW,2026-09-14T18:35:48.226Z
shadow-reversion-v2_1789410935000_7cazz0,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:35:39.759Z,2026-09-14T18:36:39.759Z,2026-09-14T18:36:43.173Z,DRAW,2026-09-14T18:35:43.226Z
shadow-reversion-v2_1789410900000_oitjb1,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:35:03.067Z,2026-09-14T18:36:03.067Z,2026-09-14T18:36:03.347Z,DRAW,2026-09-14T18:35:03.225Z
shadow-reversion-v2_1789410855000_kz5ckb,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:34:19.289Z,2026-09-14T18:35:19.289Z,2026-09-14T18:35:39.759Z,DRAW,2026-09-14T18:34:18.224Z
shadow-reversion-v2_1789410850000_7tsg4t,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:34:11.356Z,2026-09-14T18:35:11.356Z,2026-09-14T18:35:39.759Z,DRAW,2026-09-14T18:34:08.220Z
shadow-reversion-v2_1789410840000_cfo7cu,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:34:00.566Z,2026-09-14T18:35:00.566Z,2026-09-14T18:35:03.067Z,DRAW,2026-09-14T18:34:03.220Z
shadow-reversion-v2_1789410835000_3hankn,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:33:59.188Z,2026-09-14T18:34:59.188Z,2026-09-14T18:35:00.258Z,DRAW,2026-09-14T18:33:58.220Z
shadow-reversion-v2_1789410830000_4aojps,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:33:53.584Z,2026-09-14T18:34:53.584Z,2026-09-14T18:34:53.856Z,DRAW,2026-09-14T18:33:53.220Z
shadow-reversion-v2_1789410825000_phyzhc,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:33:45.771Z,2026-09-14T18:34:45.771Z,2026-09-14T18:34:46.665Z,DRAW,2026-09-14T18:33:48.220Z
shadow-reversion-v2_1789410815000_4z72po,shadow-reversion-v2,EUR/NZD,SELL,0.85,2026-09-14T18:33:37.780Z,2026-09-14T18:34:37.780Z,2026-09-14T18:34:46.665Z,DRAW,2026-09-14T18:33:38.220Z
