strategy,asset,direction,reference_iso,horizon_s,result
williams-v1,EUR/NZD,SELL,2026-09-14T20:30:33.491Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T21:07:58.941Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T21:08:43.120Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T21:11:19.771Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T21:17:03.713Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T21:18:42.381Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T21:20:23.302Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T21:22:40.405Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T21:32:38.362Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T21:34:14.128Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T21:35:14.378Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T21:35:39.808Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T21:35:47.259Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T22:56:35.466Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T22:56:48.063Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T22:58:24.236Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T22:58:32.643Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T22:58:49.732Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T22:59:49.219Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T23:00:39.052Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T23:00:59.629Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T23:01:51.576Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T23:02:24.022Z,45,WIN
williams-v1,EUR/NZD,SELL,2026-09-14T23:02:44.330Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:03:49.279Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:04:03.453Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T23:04:52.119Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:05:21.150Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:05:50.073Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:06:06.508Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:06:27.970Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T23:08:14.059Z,45,LOSS
williams-v1,EUR/NZD,SELL,2026-09-14T23:09:09.219Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T23:09:33.938Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:10:08.661Z,45,WIN
williams-v1,EUR/NZD,BUY,2026-09-14T23:10:18.986Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:10:34.459Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:11:08.484Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:11:59.448Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:12:08.935Z,45,LOSS
williams-v1,EUR/NZD,BUY,2026-09-14T23:12:22.829Z,45,WIN
