trade_id,ordinal,phase,model_version,strategy,symbol,timestamp,expiry,horizon_seconds,direction,probability,outcome,gross_return,net_return,cost,session,regime,data_quality_score,reasons
mh-120-EURUSD-1788736800000,1,ADAPTIVE,mh-v1,BASELINE,EUR/USD,2026-09-06T23:20:00.000Z,2026-09-06T23:23:00.000Z,120,BUY,0.7239702637952354,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-GBPUSD-1788736800000,2,ADAPTIVE,mh-v1,BASELINE,GBP/USD,2026-09-06T23:20:00.000Z,2026-09-06T23:23:00.000Z,120,BUY,0.7156987419977716,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDCAD-1788736800000,3,ADAPTIVE,mh-v1,BASELINE,USD/CAD,2026-09-06T23:20:00.000Z,2026-09-06T23:23:00.000Z,120,SELL,0.6203495529770537,LOSS,-0.00014451961705145338,-0.00036451961705145344,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDCHF-1788736800000,4,ADAPTIVE,mh-v1,BASELINE,USD/CHF,2026-09-06T23:20:00.000Z,2026-09-06T23:23:00.000Z,120,SELL,0.7073581387723769,LOSS,-0.000012365497611913273,-0.00023236549761191332,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDJPY-1788736800000,5,ADAPTIVE,mh-v1,BASELINE,USD/JPY,2026-09-06T23:20:00.000Z,2026-09-06T23:23:00.000Z,120,SELL,0.7461993728923774,LOSS,-0.000025609866719215768,-0.0002456098667192158,0.00022000000000000003,ASIA,TREND_DOWN,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-EURUSD-1788737040000,6,ADAPTIVE,mh-v1,BASELINE,EUR/USD,2026-09-06T23:24:00.000Z,2026-09-06T23:27:00.000Z,120,BUY,0.7239702637952354,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDCAD-1788737040000,7,ADAPTIVE,mh-v1,BASELINE,USD/CAD,2026-09-06T23:24:00.000Z,2026-09-06T23:27:00.000Z,120,BUY,0.6408987781877156,LOSS,-0.0002240597998370396,-0.0004440597998370396,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-GBPUSD-1788737160000,8,ADAPTIVE,mh-v1,BASELINE,GBP/USD,2026-09-06T23:26:00.000Z,2026-09-06T23:29:00.000Z,120,BUY,0.6013876962536299,WIN,0.000013491768433988392,-0.00020650823156601164,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDCHF-1788737280000,9,ADAPTIVE,mh-v1,BASELINE,USD/CHF,2026-09-06T23:28:00.000Z,2026-09-06T23:31:00.000Z,120,SELL,0.6461576847202963,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-USDJPY-1788737280000,10,ADAPTIVE,mh-v1,BASELINE,USD/JPY,2026-09-06T23:28:00.000Z,2026-09-06T23:31:00.000Z,120,SELL,0.6354798475952638,LOSS,-0.0001600695315464505,-0.00038006953154645054,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
mh-120-EURUSD-1788737400000,11,ADAPTIVE,mh-v1,BASELINE,EUR/USD,2026-09-06T23:30:00.000Z,2026-09-06T23:33:00.000Z,120,BUY,0.7239702637952354,DRAW,0,-0.00022000000000000003,0.00022000000000000003,ASIA,RANGE,1,CLOSED_1M_SOURCE;CAUSAL_ENTRY;HORIZON_EMBARGO;EXPANDING_CAUSAL_CALIBRATION;STRATEGY_BASELINE
